Player,Nation,Pos,PosGrp,Squad,Age,League,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast_passing,xAG_passing,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP_passing,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Gls_shooting,Sh_shooting,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK_shooting,PKatt_shooting,xG_shooting,npxG_shooting,npxG/Sh,G-xG,np:G-xG,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Christian Nørgaard,DEN,MF,DM,Brentford,29,Premier League,31,30,2505,0.071856287,0.035928144,0.107784431,0.071856287,0,0,0.28742515,0,0.125748503,0.125748503,0.068263473,0.194011976,0.538922156,5.784431138,1.508982036,0.003952096,0.006826347,43.07784431,53.92814371,79.9,686.7305389,220.742515,22.95808383,26.04790419,88.1,16.45508982,20.08383234,81.9,2.80239521,5.245508982,53.4,0.035928144,0.068263473,0.086227545,-0.032335329,0.862275449,4.05988024,0.934131737,0.143712575,5.784431138,66.32335329,3.556886228,18.75449102,33.91616766,13.94011976,2.047904192,66.32335329,0.395209581,0.215568862,54.5,0.143712575,36.4,31.36526946,120.9700599,58.67065868,0.538922156,0.97005988,0.107784431,0.754491018,0.538922156,39.1257485,1.508982036,2.263473054,1.724550898,0.28742515,0,0.107784431,0.071856287,0.071856287,0.107784431,2.910179641,1.796407186,1.508982036,1.113772455,0.28742515,1.149700599,3.125748503,36.8,1.976047904,1.724550898,0.215568862,1.508982036,1.94011976,4.850299401,1.796407186,0,0.071856287,1.25748503,0.251497006,20,0.002155689,0.010419162,0.517365269,0,0,0,0.125748503,0.125748503,0.003592814,-0.053892216,-0.053892216,0.28742515,0,0,1.473053892,1.149700599,0.035928144,0.790419162,1.94011976,1.796407186,0,0,0,7.760479042,1.437125749,1.652694611,46.5
Clément Lenglet,FRA,DF,CB,Aston Villa,28,Premier League,14,14,1153,0,0.078057242,0.078057242,0,0,0,0.234171726,0,0.070251518,0.070251518,0.062445794,0.124891587,2.029488291,3.980919341,0.078057242,0.006244579,0.010147441,64.16305291,71.65654814,89.5,1211.760624,403.7901127,23.57328708,24.90026019,94.7,33.64267129,35.67215958,94.3,6.400693842,9.913269731,64.6,0.078057242,0.062445794,0.039028621,0.015611448,0.156114484,2.653946227,0.234171726,0,3.980919341,79.46227233,12.87944493,40.12142238,35.12575889,4.605377277,0.936686904,79.46227233,0.624457936,0.234171726,37.5,0.156114484,25,56.82567216,346.1838682,221.0581093,2.029488291,1.405030356,0,0.234171726,0.234171726,61.35299219,0.078057242,1.17085863,0.858629662,0.078057242,0,0.234171726,0,0,0.078057242,1.014744146,0.702515178,0.546400694,0.39028621,0.078057242,0.546400694,1.014744146,53.8,0.468343452,1.483087598,0.858629662,0.624457936,0.546400694,1.56114484,3.668690373,0.078057242,0,0.624457936,0.156114484,25,0,0,0.819601041,0,0,0,0.070251518,0.070251518,0.008586297,-0.070251518,-0.070251518,0.234171726,0,0,0.234171726,0.936686904,0,0.234171726,0.546400694,0.702515178,0,0,0,2.888117953,1.17085863,0.858629662,57.7
Cody Gakpo,NED,"FW,MF",CF,Liverpool,24,Premier League,35,17,1649,0.43662826,0.272892662,0.709520922,0.43662826,0,0,0.054578532,0,0.491206792,0.491206792,0.158277744,0.644026683,2.346876895,4.530018193,7.095209218,0.038750758,0.034930261,23.79624015,30.7822923,77.3,334.5664039,94.85748939,14.51788963,17.19223772,84.4,7.422680412,9.987871437,74.3,0.982413584,1.309884779,75,0.272892662,0.158277744,0.147362038,0.114614918,1.364463311,2.346876895,1.746513038,0.272892662,4.530018193,44.15403275,0.818677987,4.202546998,18.28380837,22.48635537,5.839902971,44.15403275,2.947240752,1.691934506,57.4,0.927835052,31.5,29.96361431,163.8993329,80.33959976,2.346876895,1.691934506,0.709520922,2.401455428,1.746513038,33.72953305,7.095209218,3.984232868,2.565191025,0.054578532,0.327471195,0.654942389,0.272892662,0.109157065,0.545785324,1.473620376,0.927835052,0.43662826,0.764099454,0.272892662,0.43662826,1.364463311,32,0.927835052,1.146149181,0.21831413,0.927835052,0.764099454,2.23771983,0.382049727,0,0.43662826,3.602183141,1.309884779,36.4,0.006549424,0.018010916,0.8405094,0,0,0,0.491206792,0.491206792,0.007640995,-0.054578532,-0.054578532,0.054578532,0,0,1.528198908,2.073984233,0.43662826,1.146149181,0.764099454,0.927835052,0,0,0,4.420861128,1.746513038,1.473620376,54.2
Cole Palmer,ENG,"FW,MF",WF,Chelsea,21,Premier League,33,29,2607,0.759493671,0.379746835,1.139240506,0.448791715,0.310701956,0.310701956,0.241657077,0,0.6283084,0.383199079,0.383199079,0.766398159,4.039125432,6.800920598,6.731875719,0.028653625,0.034867664,38.69965478,48.84925201,79.2,642.87687,194.7756041,19.81588032,21.95627158,90.3,14.05063291,16.53624856,85,3.486766398,6.421173763,54.3,0.379746835,0.383199079,0.300345224,-0.003452244,2.48561565,4.695051784,2.382048331,0.172612198,6.800920598,60.55235903,0.759493671,6.317606444,25.61565017,29.41311853,4.349827388,60.24165708,3.590333717,1.795166858,50,1.588032221,44.2,39.63176064,249.8043728,120.552359,4.039125432,2.278481013,1.588032221,1.967779056,1.518987342,47.01956272,6.731875719,5.592635213,4.004602992,0.414269275,0.483314154,0.345224396,0.172612198,0.172612198,0.897583429,0.79401611,0.414269275,0.310701956,0.207134638,0.276179517,0.276179517,0.655926352,42.1,0.379746835,0.690448792,0.069044879,0.621403913,0.690448792,1.484464902,0.448791715,0.069044879,0.759493671,3.452243959,1.277330265,37,0.004487917,0.012082854,0.762945915,0.379746835,0.310701956,0.310701956,0.6283084,0.383199079,0.003797468,0.13118527,0.065592635,0.241657077,0,0,0.79401611,0.897583429,0.207134638,2.796317606,0.690448792,0.414269275,0.03452244,0,0,3.624856157,0.03452244,0.138089758,20
Conor Gallagher,ENG,MF,DM,Chelsea,23,Premier League,37,37,3128,0.143861893,0.20140665,0.345268542,0.143861893,0,0,0.258951407,0.028772379,0.12084399,0.12084399,0.143861893,0.264705882,1.783887468,4.948849105,3.510230179,0.010070332,0.007768542,51.81905371,58.06265985,89.2,769.1432225,171.3107417,30.32608696,32.10997442,94.4,17.20588235,18.81713555,91.4,2.733375959,4.200767263,65.1,0.20140665,0.143861893,0.100703325,0.057544757,1.496163683,3.8842711,0.920716113,0.115089514,4.948849105,70.29092072,2.215473146,13.46547315,35.13107417,22.81649616,2.273017903,70.29092072,1.870204604,1.093350384,58.5,0.517902813,27.7,41.80626598,208.3983376,85.7129156,1.783887468,1.55370844,0.402813299,1.985294118,1.122122762,50.03516624,3.510230179,3.136189258,2.244245524,0.431585678,0.143861893,0.115089514,0.028772379,0.172634271,0.402813299,2.445652174,1.496163683,1.064578005,0.891943734,0.489130435,0.949488491,2.215473146,42.9,1.265984655,1.438618926,0.316496164,1.122122762,1.237212276,3.68286445,0.97826087,0,0.143861893,1.381074169,0.489130435,35.4,0.002877238,0.00834399,0.586956522,0,0,0,0.12084399,0.12084399,0.002589514,0.023017903,0.023017903,0.258951407,0.028772379,0.028772379,2.388107417,1.841432225,0.028772379,1.841432225,1.237212276,1.496163683,0,0,0,6.358695652,0.719309463,0.805626598,47.2
Craig Dawson,ENG,DF,CB,Wolves,33,Premier League,25,25,2209,0.040742417,0.040742417,0.081484835,0.040742417,0,0,0.285196922,0,0.061113626,0.061113626,0.057039384,0.11815301,0.040742417,1.996378452,0.16296967,0.003259393,0.00488909,44.97962879,52.028067,86.5,954.0651879,328.4653689,12.05975555,13.56722499,88.9,26.07514713,27.6641014,94.3,6.437301947,9.65595292,66.7,0.040742417,0.057039384,0.02444545,-0.016296967,0.366681756,2.118605704,0.081484835,0,1.996378452,62.29515618,11.89678588,36.22000905,24.11951109,2.200090539,1.385242191,62.29515618,0.122227252,0.122227252,100,0,0,36.50520598,172.2181983,78.71435038,0.040742417,0.285196922,0,0.203712087,0.081484835,40.62019013,0.16296967,0.488909009,0.325939339,0,0,0.122227252,0,0.040742417,0.040742417,1.222272522,0.814848348,0.9370756,0.244454504,0.040742417,0.896333182,1.385242191,64.7,0.488909009,2.077863287,1.588954278,0.488909009,0.651878678,1.8741512,4.889090086,0.040742417,0.040742417,0.651878678,0.203712087,31.3,0.002444545,0.008148483,0.456315075,0,0,0,0.061113626,0.061113626,0.003666818,-0.020371209,-0.020371209,0.285196922,0,0,0.814848348,0.611136261,0.16296967,0.040742417,0.651878678,0.814848348,0,0,0,4.074241738,2.566772295,1.303757356,66.3
Cristian Romero,ARG,DF,CB,Tottenham,25,Premier League,33,33,2790,0.161290323,0,0.161290323,0.161290323,0,0,0.225806452,0.032258065,0.112903226,0.112903226,0.012903226,0.125806452,1.032258065,5.774193548,0.258064516,0.00516129,0.004193548,77.09677419,84.06451613,91.7,1337.354839,522.516129,31.16129032,33.38709677,93.3,41.25806452,43.25806452,95.4,3.580645161,5.096774194,70.3,0,0.012903226,0.048387097,-0.012903226,0.225806452,6.096774194,0.451612903,0,5.774193548,94.29032258,11.51612903,40.4516129,48.19354839,6.387096774,1.064516129,94.29032258,0.258064516,0.161290323,62.5,0.032258065,12.5,63.12903226,301.9032258,194.3870968,1.032258065,1.35483871,0,0.387096774,0.129032258,66.80645161,0.258064516,1.129032258,0.903225806,0.064516129,0,0.096774194,0,0.064516129,0.064516129,2.129032258,1.290322581,1.129032258,0.806451613,0.193548387,1.032258065,1.419354839,72.7,0.387096774,1.483870968,0.709677419,0.774193548,1.419354839,3.548387097,3.419354839,0.032258065,0.161290323,0.774193548,0.290322581,37.5,0.006774194,0.018064516,0.338709677,0,0,0,0.112903226,0.112903226,0.004516129,0.048387097,0.048387097,0.225806452,0.032258065,0,1,0.774193548,0.032258065,0.096774194,1.419354839,1.290322581,0,0.064516129,0.032258065,6.096774194,2.806451613,1.258064516,69
Curtis Jones,ENG,MF,AM,Liverpool,22,Premier League,23,14,1167,0.077120823,0.077120823,0.154241645,0.077120823,0,0,0.231362468,0.077120823,0.200514139,0.200514139,0.053984576,0.254498715,2.390745501,5.706940874,6.786632391,0.011568123,0.019280206,54.52442159,59.84575835,91.1,799.4344473,164.7300771,31.23393316,33.00771208,94.6,19.82005141,21.43958869,92.4,1.696658098,2.313624679,73.3,0.077120823,0.053984576,0.084832905,0.023136247,0.848329049,4.935732648,1.079691517,0.077120823,5.706940874,70.5655527,1.850899743,9.794344473,39.25449871,22.13367609,2.93059126,70.5655527,2.236503856,1.156812339,51.7,0.771208226,34.5,48.12339332,254.2673522,109.8971722,2.390745501,1.928020566,0.539845758,1.156812339,2.544987147,54.67866324,6.786632391,2.776349614,2.159383033,0,0.231362468,0.231362468,0.077120823,0.077120823,0.231362468,2.082262211,1.079691517,0.925449871,0.925449871,0.231362468,0.771208226,1.77377892,43.5,1.002570694,1.696658098,0,1.696658098,0.539845758,2.622107969,0.616966581,0,0.077120823,1.46529563,0.385604113,26.3,0.003856041,0.015424165,1.249357326,0,0,0,0.200514139,0.200514139,0.010796915,-0.123393316,-0.123393316,0.231362468,0.077120823,0,1.233933162,1.079691517,0.385604113,0.30848329,0.539845758,1.079691517,0,0,0,5.552699229,0.539845758,0.925449871,36.8
Dan Burn,ENG,DF,CB,Newcastle Utd,31,Premier League,33,32,2726,0.066030814,0.066030814,0.132061629,0.066030814,0,0,0.132061629,0,0.102347762,0.102347762,0.036316948,0.13866471,0.462215701,2.476155539,0.82538518,0.004292003,0.004622157,44.60381511,55.03668379,81,739.6111519,271.947909,20.00733676,23.17681585,86.3,22.31841526,26.01614087,85.8,1.782831988,3.664710198,48.6,0.066030814,0.036316948,0.036316948,0.029713866,0.330154072,2.212032282,0.23110785,0.099046222,2.476155539,66.26192223,6.735143067,31.29860602,28.09611152,6.999266324,1.518708731,66.26192223,0.198092443,0.132061629,66.7,0.066030814,33.3,30.50623624,129.7505503,54.93763756,0.462215701,0.23110785,0.099046222,0.495231108,0.330154072,37.96771827,0.82538518,0.891415994,0.726338958,0.066030814,0.033015407,0.066030814,0,0,0.132061629,2.013939839,1.089508437,1.221570066,0.660308144,0.132061629,0.858400587,2.013939839,42.6,1.155539252,1.815847395,0.82538518,0.990462216,1.221570066,3.235509905,4.093910492,0.033015407,0.066030814,0.759354365,0.165077036,21.7,0.002971387,0.013206163,0.267424798,0,0,0,0.102347762,0.102347762,0.004622157,-0.036316948,-0.036316948,0.132061629,0,0,1.05649303,0.363169479,0.132061629,0.363169479,1.221570066,1.089508437,0,0.033015407,0,4.093910492,3.334556126,1.551724138,68.2
Dango Ouattara,BFA,"FW,DF",WF,Bournemouth,21,Premier League,30,12,1229,0.073230269,0.146460537,0.219690806,0.073230269,0,0,0.219690806,0,0.190398698,0.190398698,0.109845403,0.300244101,3.44182262,2.563059398,6.590724166,0.016110659,0.021969081,27.16842962,40.86248983,66.5,435.0610252,142.2864117,13.91375102,18.67371847,74.5,10.76484947,14.71928397,73.1,1.830756713,4.174125305,43.9,0.146460537,0.109845403,0.102522376,0.036615134,1.244914565,1.830756713,0.805532954,0.366151343,2.563059398,57.33930024,2.709519935,15.37835639,19.9918633,23.21399512,5.052888527,57.33930024,3.44182262,1.537835639,44.7,1.46460537,42.6,26.72904801,190.1790073,103.1814483,3.44182262,1.757526444,1.318144833,1.684296176,0.878763222,29.65825875,6.590724166,3.295362083,2.489829129,0.073230269,0.292921074,0.146460537,0.073230269,0.219690806,0.219690806,3.295362083,1.97721725,1.611065907,0.805532954,0.878763222,1.391375102,2.489829129,55.9,1.098454028,1.318144833,0.219690806,1.098454028,1.611065907,4.90642799,2.563059398,0,0.073230269,2.196908055,0.51261188,23.3,0.002196908,0.010252238,1.113100081,0,0,0,0.190398698,0.190398698,0.006590724,-0.11716843,-0.11716843,0.219690806,0,0,1.098454028,1.244914565,0.292921074,2.636289666,1.611065907,1.97721725,0,0,0,5.052888527,2.563059398,2.343368592,52.2
Daniel Muñoz,COL,"DF,MF",FB,Crystal Palace,27,Premier League,16,16,1439,0,0.250173732,0.250173732,0,0,0,0.250173732,0,0.07505212,0.07505212,0.150104239,0.231410702,1.563585823,2.376650452,5.003474635,0.015635858,0.01438499,35.08686588,45.03127172,77.9,472.5781793,179.1869354,22.82835302,26.08061154,87.5,10.257123,14.25990271,71.9,0.875608061,2.189020153,40,0.250173732,0.150104239,0.081306463,0.100069493,1.313412092,1.563585823,0.250173732,0,2.376650452,59.22863099,3.377345379,16.38637943,25.70535094,17.76233495,2.626824183,59.22863099,1.751216122,0.813064628,46.4,0.750521195,42.9,24.07922168,115.14246,54.60041696,1.563585823,1.06323836,0.312717165,1.313412092,0.437804031,29.08269632,5.003474635,2.876997915,2.376650452,0.125086866,0.062543433,0.062543433,0.125086866,0.125086866,0.437804031,3.439888812,2.189020153,1.938846421,0.875608061,0.625434329,1.188325226,2.376650452,50,1.188325226,1.813759555,0.437804031,1.375955525,1.501042391,4.940931202,2.939541348,0,0,0.500347464,0,0,0,0,0.53161918,0,0,0,0.07505212,0.07505212,0.009381515,-0.07505212,-0.07505212,0.250173732,0,0,1.876302988,0.500347464,0.500347464,0.687977762,1.501042391,2.189020153,0,0,0,4.753300903,1.626129256,1.751216122,48.1
Danilo,BRA,MF,DM,Nott'ham Forest,22,Premier League,29,20,1792,0.100446429,0.100446429,0.200892857,0.100446429,0,0,0.200892857,0,0.090401786,0.090401786,0.075334821,0.170758929,1.104910714,4.118303571,1.40625,0.010044643,0.008537946,29.53125,38.01897321,77.7,526.1383929,161.8191964,12.80691964,14.91629464,85.9,12.35491071,14.31361607,86.3,3.515625,6.177455357,56.9,0.100446429,0.075334821,0.03515625,0.025111607,1.004464286,3.716517857,0.703125,0,4.118303571,49.06808036,3.967633929,14.11272321,26.16629464,9.592633929,0.803571429,49.06808036,1.305803571,0.853794643,65.4,0.452008929,34.6,25.81473214,127.1651786,58.61049107,1.104910714,1.004464286,0.150669643,1.205357143,0.652901786,29.68191964,1.40625,2.410714286,1.707589286,0.251116071,0.200892857,0.200892857,0.050223214,0,0.200892857,1.808035714,0.904017857,1.104910714,0.602678571,0.100446429,1.0546875,2.310267857,45.7,1.255580357,1.707589286,0.401785714,1.305803571,1.7578125,3.565848214,2.109375,0,0.100446429,1.155133929,0.3515625,30.4,0.004520089,0.014564732,1.0546875,0,0,0,0.090401786,0.090401786,0.004017857,0.010044643,0.010044643,0.200892857,0,0,0.652901786,0.452008929,0.100446429,1.305803571,1.7578125,0.904017857,0,0.050223214,0,5.926339286,0.703125,0.502232143,58.3
Danny Welbeck,ENG,"FW,MF",CF,Brighton,32,Premier League,29,21,1693,0.265800354,0.053160071,0.318960425,0.265800354,0,0,0.212640284,0,0.281748376,0.281748376,0.09037212,0.372120496,1.701122268,2.339043119,5.316007088,0.017011223,0.019669226,22.48670998,27.3774365,82.1,257.6668636,38.80685174,16.16066155,18.55286474,87.1,4.83756645,5.634967513,85.8,0.053160071,0.106320142,50,0.053160071,0.09037212,0.074424099,-0.03721205,1.169521559,1.22268163,0.691080921,0,2.339043119,38.64737153,1.063201418,3.774365032,17.91494389,17.27702304,3.880685174,38.64737153,1.435321914,0.425280567,29.6,0.850561134,59.3,23.5499114,106.9049025,46.62138216,1.701122268,0.850561134,0.691080921,2.44536326,1.116361488,28.33431778,5.316007088,3.774365032,2.764323686,0,0.159480213,0.58476078,0.265800354,0,0.372120496,1.860602481,0.903721205,0.478440638,0.903721205,0.478440638,0.531600709,0.903721205,58.8,0.372120496,0.637920851,0,0.637920851,0.478440638,2.339043119,0.903721205,0.053160071,0.265800354,2.179562906,0.850561134,39,0.006379209,0.016479622,0.770821028,0.053160071,0,0,0.281748376,0.281748376,0.006910809,-0.015948021,-0.015948021,0.212640284,0,0,0.637920851,1.116361488,0.478440638,0.159480213,0.478440638,0.903721205,0.106320142,0,0,2.232722977,0.850561134,1.169521559,42.1
Dara O'Shea,IRL,DF,CB,Burnley,24,Premier League,33,32,2892,0.093360996,0.124481328,0.217842324,0.093360996,0,0,0.15560166,0.031120332,0.021784232,0.021784232,0.062240664,0.084024896,0.995850622,3.796680498,0.31120332,0.006846473,0.002489627,43.35062241,54.7406639,79.2,858.4232365,318.5165975,14.28423237,17.1473029,83.3,23.40248963,26.57676349,88.1,5.228215768,9.460580913,55.3,0.124481328,0.062240664,0.031120332,0.062240664,0.404564315,4.325726141,0.186721992,0.093360996,3.796680498,65.1659751,9.522821577,30.15560166,30.87136929,4.419087137,1.524896266,65.1659751,0.062240664,0.031120332,50,0.031120332,50,34.60580913,178.1639004,109.6991701,0.995850622,0.435684647,0.031120332,0.342323651,0.031120332,40.64315353,0.31120332,0.995850622,0.840248963,0,0,0.093360996,0.031120332,0.031120332,0.186721992,1.213692946,0.622406639,0.684647303,0.435684647,0.093360996,0.342323651,0.809128631,42.3,0.466804979,1.27593361,0.933609959,0.342323651,1.089211618,2.302904564,4.917012448,0.062240664,0.093360996,0.591286307,0.15560166,26.3,0.004979253,0.018672199,0.329875519,0,0,0,0.021784232,0.021784232,0.001244813,0.071576763,0.071576763,0.15560166,0.031120332,0,1.12033195,0.466804979,0.031120332,0.342323651,1.089211618,0.622406639,0,0,0.031120332,4.356846473,3.952282158,2.085062241,65.5
Darwin Núñez,URU,FW,CF,Liverpool,24,Premier League,36,22,2047,0.483634587,0.351734245,0.835368832,0.483634587,0,0.043966781,0.395701026,0,0.716658525,0.6814851,0.263800684,0.945285784,2.550073278,2.374206155,9.057156815,0.036932096,0.043087445,14.9926722,21.67562286,69.2,210.1612115,44.84611627,8.617489008,11.03566194,78.1,4.440644846,6.463116756,68.7,0.967269174,1.626770884,59.5,0.351734245,0.263800684,0.197850513,0.087933561,1.450903762,1.011235955,1.143136297,0,2.374206155,34.16218857,0.571568149,1.802638007,9.848558867,23.12652662,8.441621886,34.11822179,1.934538349,0.65950171,34.1,0.879335613,45.5,20.57645335,118.4465071,56.23351246,2.550073278,1.538837323,1.582804104,2.330239375,1.275036639,25.28089888,9.057156815,3.473375672,2.638006839,0,0.219833903,0.527601368,0.087933561,0,0.615534929,0.967269174,0.527601368,0.087933561,0.439667807,0.439667807,0.483634587,1.011235955,47.8,0.527601368,0.791402052,0.263800684,0.527601368,0.131900342,1.099169516,0.395701026,0,0.483634587,4.70444553,2.02247191,43,0.004396678,0.010552027,0.65950171,0,0,0.043966781,0.716658525,0.6814851,0.006595017,-0.233023937,-0.197850513,0.395701026,0,0,1.231069858,0.65950171,1.450903762,0.835368832,0.131900342,0.527601368,0.043966781,0,0,2.462139717,1.494870542,2.418172936,38.2
David Raya,ESP,GK,GK,Arsenal,27,Premier League,32,32,2880,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0.0625,0,0,0,25,33.375,74.9,615.34375,440.875,7.125,7.21875,98.7,12.09375,12.21875,99,5.71875,13.71875,41.7,0,0,0.003125,0,0,0.9375,0,0,0.0625,34.34375,23.875,33.125,1.21875,0,0,34.34375,0,0,0,0,0,22.75,107.5625,62.25,0,0,0,0.03125,0,19.90625,0,0.125,0.09375,0.03125,0,0,0,0,0,0.03125,0.03125,0.03125,0,0,0.03125,0.03125,100,0,0,0,0,0,0.03125,0.25,0.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.125,0,0,0,0.03125,0,0,0,1.1875,0.15625,0.03125,83.3
Dean Henderson,ENG,GK,GK,Crystal Palace,26,Premier League,18,18,1620,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,15.55555556,26.94444444,57.7,422,304.7222222,4.166666667,4.333333333,96.2,6.666666667,6.833333333,97.6,4.5,15.38888889,29.2,0,0,0,0,0,0.5,0.055555556,0,0,29.77777778,26.55555556,29.77777778,0,0,0,29.77777778,0,0,0,0,0,15.77777778,92.66666667,40.77777778,0,0,0,0.055555556,0,12.94444444,0,0.055555556,0.055555556,0,0,0,0,0,0.055555556,0.055555556,0.055555556,0.055555556,0,0,0.055555556,0.111111111,50,0.055555556,0,0,0,0,0.055555556,0.444444444,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0.111111111,0,0,0,0.055555556,0,0,0.055555556,0.777777778,0.222222222,0,100
Declan Rice,ENG,MF,DM,Arsenal,24,Premier League,38,37,3225,0.195348837,0.223255814,0.418604651,0.195348837,0,0,0.139534884,0,0.092093023,0.092093023,0.147906977,0.24,2.093023256,7.758139535,1.786046512,0.01172093,0.006697674,56.95813953,64.04651163,88.9,955.5906977,261.7116279,26.73488372,28.77209302,92.9,25.39534884,27.20930233,93.3,3.823255814,5.860465116,65.2,0.223255814,0.147906977,0.133953488,0.075348837,1.311627907,6.697674419,1.088372093,0.055813953,7.758139535,73.95348837,2.790697674,16.21395349,39.01395349,19.42325581,1.869767442,73.95348837,1.28372093,0.586046512,45.7,0.558139535,43.5,46.74418605,284.4837209,143.4139535,2.093023256,1.953488372,0.446511628,0.865116279,0.613953488,53.80465116,1.786046512,2.790697674,1.981395349,0.446511628,0.08372093,0.139534884,0,0.139534884,0.334883721,2.31627907,1.423255814,1.03255814,1.060465116,0.223255814,0.893023256,1.590697674,56.1,0.697674419,1.03255814,0.306976744,0.725581395,1.227906977,3.544186047,1.451162791,0,0.195348837,1.618604651,0.558139535,34.5,0.003348837,0.009767442,0.569302326,0.055813953,0,0,0.092093023,0.092093023,0.001674419,0.103255814,0.103255814,0.139534884,0,0,0.948837209,0.362790698,0.055813953,1.674418605,1.227906977,1.423255814,0,0.055813953,0,4.96744186,1.088372093,1.2,47.6
Dejan Kulusevski,SWE,"FW,MF",WF,Tottenham,23,Premier League,36,31,2762,0.260680666,0.09775525,0.358435916,0.260680666,0,0,0.228095583,0,0.153149891,0.153149891,0.250905141,0.404055033,4.920347574,4.692251991,12.64301231,0.01173063,0.013034033,31.05358436,40.20999276,77.2,440.1918899,116.7849385,19.8769008,22.80955829,87.1,9.091238233,11.82838523,76.9,1.270818248,2.346125996,54.2,0.09775525,0.250905141,0.218320058,-0.153149891,2.150615496,1.79217958,2.378711079,0.619116582,4.692251991,52.88559015,0.391020999,5.441708907,16.39029689,32.06372194,7.36422882,52.88559015,4.203475742,1.759594497,41.9,2.150615496,51.2,38.09196235,250.2534395,125.6480811,4.920347574,1.98769008,2.671976828,2.802317161,2.118030413,40.04706734,12.64301231,4.138305576,3.38884866,0.032585083,0.293265749,0.358435916,0,0.065170167,0.260680666,2.020275163,1.075307748,0.619116582,0.651701665,0.749456915,0.814627082,2.183200579,37.3,1.368573497,0.782041999,0.032585083,0.749456915,0.586531499,2.606806662,0.065170167,0.032585083,0.260680666,1.857349747,0.749456915,40.4,0.004561912,0.011404779,0.511585807,0,0,0,0.153149891,0.153149891,0.002606807,0.107530775,0.107530775,0.228095583,0,0,1.759594497,0.944967415,0.325850833,2.900072411,0.586531499,1.075307748,0,0.032585083,0,4.333816075,0.228095583,0.488776249,31.8
Destiny Udogie,ITA,DF,FB,Tottenham,20,Premier League,28,28,2391,0.075282309,0.112923463,0.188205772,0.075282309,0,0,0.26348808,0.037641154,0.09033877,0.09033877,0.08281054,0.17314931,3.124215809,5.834378921,5.194479297,0.007151819,0.006398996,46.4868256,54.20326223,85.8,629.7741531,193.663739,29.1718946,31.76913425,91.8,15.05646173,17.31493099,87,0.715181932,1.242158093,57.6,0.112923463,0.08281054,0.075282309,0.030112923,0.903387704,4.328732748,0.489335006,0,5.834378921,66.81304893,3.613550816,18.33124216,30.67754078,19.04642409,2.672521957,66.81304893,2.183186951,0.903387704,41.4,0.978670013,44.8,36.66248432,229.9121706,124.9686324,3.124215809,2.446675031,0.715181932,1.844416562,0.978670013,38.69510665,5.194479297,2.145545797,1.919698871,0,0.150564617,0.075282309,0,0,0.26348808,2.559598494,1.242158093,1.543287327,0.602258469,0.414052698,1.016311167,1.844416562,55.1,0.828105395,1.016311167,0.301129235,0.715181932,1.39272271,3.952321205,3.011292346,0.188205772,0.075282309,0.338770389,0.188205772,55.6,0.008281054,0.015056462,0.380175659,0,0,0,0.09033877,0.09033877,0.010163112,-0.015056462,-0.015056462,0.26348808,0.037641154,0.037641154,1.919698871,1.355081556,0.112923463,0.828105395,1.39272271,1.242158093,0,0,0,6.361355082,0.828105395,0.978670013,45.8
